Column A,Column B
<div>What Yagi driven element feed point impedance is required to use a beta or hairpin matching system?</div><div>BR</div> <div>A. Capacitive (driven element electrically shorter than 1/2 wavelength)</div><div>BR</div> <div>B. Inductive (driven element electrically longer than 1/2 wavelength)</div><div>BR</div> <div>C. Purely resistive</div><div>BR</div> <div>D. Purely reactive</div><div>BR</div>,"<div>What Yagi driven element feed point impedance is required to use a beta or hairpin matching system?</div><div>BR</div> <div><font color=""#000000"">A. Capacitive (driven element electrically shorter than 1/2 wavelength)</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Inductive (driven element electrically longer than 1/2 wavelength)</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Purely resistive</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Purely reactive</font></div><div>BR</div>"
<div>Which of these transmission line impedances would be suitable for constructing a quarter-wave Q-section for matching a 100-ohm feed point impedance to a 50-ohm transmission line?</div><div>BR</div> <div>A. 50 ohms</div><div>BR</div> <div>B. 62 ohms</div><div>BR</div> <div>C. 75 ohms</div><div>BR</div> <div>D. 90 ohms</div><div>BR</div>,"<div>Which of these transmission line impedances would be suitable for constructing a quarter-wave Q-section for matching a 100-ohm feed point impedance to a 50-ohm transmission line?</div><div>BR</div> <div><font color=""#d5dbdb"">A. 50 ohms</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. 62 ohms</font></div><div>BR</div> <div><font color=""#000000"">C. 75 ohms</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. 90 ohms</font></div><div>BR</div>"
<div>What parameter describes the interaction of a load and transmission line?</div><div>BR</div> <div>A. Characteristic impedance</div><div>BR</div> <div>B. Reflection coefficient</div><div>BR</div> <div>C. Velocity factor</div><div>BR</div> <div>D. Dielectric constant</div><div>BR</div>,"<div>What parameter describes the interaction of a load and transmission line?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Characteristic impedance</font></div><div>BR</div> <div><font color=""#000000"">B. Reflection coefficient</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Velocity factor</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Dielectric constant</font></div><div>BR</div>"
<div>What is a use for a Wilkinson divider?</div><div>BR</div> <div>A. To divide the operating frequency of a transmitter signal so it can be used on a lower frequency band</div><div>BR</div> <div>B. To feed high-impedance antennas from a low-impedance source</div><div>BR</div> <div>C. To divide power equally between two 50-ohm loads while maintaining 50-ohm input impedance</div><div>BR</div> <div>D. To divide the frequency of the input to a counter to increase its frequency range</div><div>BR</div>,"<div>What is a use for a Wilkinson divider?</div><div>BR</div> <div><font color=""#d5dbdb"">A. To divide the operating frequency of a transmitter signal so it can be used on a lower frequency band</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. To feed high-impedance antennas from a low-impedance source</font></div><div>BR</div> <div><font color=""#000000"">C. To divide power equally between two 50-ohm loads while maintaining 50-ohm input impedance</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. To divide the frequency of the input to a counter to increase its frequency range</font></div><div>BR</div>"
<div>Which of the following is used to shunt feed a grounded tower at its base?</div><div>BR</div> <div>A. Double-bazooka match</div><div>BR</div> <div>B. Beta or hairpin match</div><div>BR</div> <div>C. Gamma match</div><div>BR</div> <div>D. All these choices are correct</div><div>BR</div>,"<div>Which of the following is used to shunt feed a grounded tower at its base?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Double-bazooka match</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Beta or hairpin match</font></div><div>BR</div> <div><font color=""#000000"">C. Gamma match</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. All these choices are correct</font></div><div>BR</div>"
<div>What is the purpose of using multiple driven elements connected through phasing lines?</div><div>BR</div> <div>A. To control the antenna’s radiation pattern</div><div>BR</div> <div>B. To prevent harmonic radiation from the transmitter</div><div>BR</div> <div>C. To allow single-band antennas to operate on other bands</div><div>BR</div> <div>D. To create a low-angle radiation pattern</div><div>BR</div>,"<div>What is the purpose of using multiple driven elements connected through phasing lines?</div><div>BR</div> <div><font color=""#000000"">A. To control the antenna’s radiation pattern</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. To prevent harmonic radiation from the transmitter</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. To allow single-band antennas to operate on other bands</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. To create a low-angle radiation pattern</font></div><div>BR</div>"
<div>What is the velocity factor of a transmission line?</div><div>BR</div> <div>A. The ratio of its characteristic impedance to its termination impedance</div><div>BR</div> <div>B. The ratio of its termination impedance to its characteristic impedance</div><div>BR</div> <div>C. The velocity of a wave in the transmission line multiplied by the velocity of light in a vacuum</div><div>BR</div> <div>D. The velocity of a wave in the transmission line divided by the velocity of light in a vacuum</div><div>BR</div>,"<div>What is the velocity factor of a transmission line?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The ratio of its characteristic impedance to its termination impedance</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The ratio of its termination impedance to its characteristic impedance</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. The velocity of a wave in the transmission line multiplied by the velocity of light in a vacuum</font></div><div>BR</div> <div><font color=""#000000"">D. The velocity of a wave in the transmission line divided by the velocity of light in a vacuum</font></div><div>BR</div>"
<div>Which of the following has the biggest effect on the velocity factor of a transmission line?</div><div>BR</div> <div>A. The characteristic impedance</div><div>BR</div> <div>B. The transmission line length</div><div>BR</div> <div>C. The insulating dielectric material</div><div>BR</div> <div>D. The center conductor resistivity</div><div>BR</div>,"<div>Which of the following has the biggest effect on the velocity factor of a transmission line?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The characteristic impedance</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The transmission line length</font></div><div>BR</div> <div><font color=""#000000"">C. The insulating dielectric material</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. The center conductor resistivity</font></div><div>BR</div>"
<div>Why is the electrical length of a coaxial cable longer than its physical length?</div><div>BR</div> <div>A. Skin effect is less pronounced in the coaxial cable</div><div>BR</div> <div>B. Skin effect is more pronounced in the coaxial cable</div><div>BR</div> <div>C. Electromagnetic waves move faster in coaxial cable than in air</div><div>BR</div> <div>D. Electromagnetic waves move more slowly in a coaxial cable than in air</div><div>BR</div>,"<div>Why is the electrical length of a coaxial cable longer than its physical length?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Skin effect is less pronounced in the coaxial cable</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Skin effect is more pronounced in the coaxial cable</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Electromagnetic waves move faster in coaxial cable than in air</font></div><div>BR</div> <div><font color=""#000000"">D. Electromagnetic waves move more slowly in a coaxial cable than in air</font></div><div>BR</div>"
<div>What impedance does a 1/2-wavelength transmission line present to an RF generator when the line is shorted at the far end?</div><div>BR</div> <div>A. Very high impedance</div><div>BR</div> <div>B. Very low impedance</div><div>BR</div> <div>C. The same as the characteristic impedance of the line</div><div>BR</div> <div>D. The same as the output impedance of the RF generator</div><div>BR</div>,"<div>What impedance does a 1/2-wavelength transmission line present to an RF generator when the line is shorted at the far end?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Very high impedance</font></div><div>BR</div> <div><font color=""#000000"">B. Very low impedance</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. The same as the characteristic impedance of the line</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. The same as the output impedance of the RF generator</font></div><div>BR</div>"
<div>What is microstrip?</div><div>BR</div> <div>A. Special shielding material designed for microwave frequencies</div><div>BR</div> <div>B. Miniature coax used for low power applications</div><div>BR</div> <div>C. Short lengths of coax mounted on printed circuit boards to minimize time delay between microwave circuits</div><div>BR</div> <div>D. Precision printed circuit conductors above a ground plane that provide constant impedance interconnects at microwave frequencies</div><div>BR</div>,"<div>What is microstrip?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Special shielding material designed for microwave frequencies</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Miniature coax used for low power applications</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Short lengths of coax mounted on printed circuit boards to minimize time delay between microwave circuits</font></div><div>BR</div> <div><font color=""#000000"">D. Precision printed circuit conductors above a ground plane that provide constant impedance interconnects at microwave frequencies</font></div><div>BR</div>"
"<div>What is the approximate physical length of an air-insulated, parallel conductor transmission line that is electrically 1/2 wavelength long at 14.10 MHz?</div><div>BR</div> <div>A. 7.0 meters</div><div>BR</div> <div>B. 8.5 meters</div><div>BR</div> <div>C. 10.6 meters</div><div>BR</div> <div>D. 13.3 meters</div><div>BR</div>","<div>What is the approximate physical length of an air-insulated, parallel conductor transmission line that is electrically 1/2 wavelength long at 14.10 MHz?</div><div>BR</div> <div><font color=""#d5dbdb"">A. 7.0 meters</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. 8.5 meters</font></div><div>BR</div> <div><font color=""#000000"">C. 10.6 meters</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. 13.3 meters</font></div><div>BR</div>"
<div>How does parallel conductor transmission line compare to coaxial cable with a plastic dielectric?</div><div>BR</div> <div>A. Lower loss</div><div>BR</div> <div>B. Higher SWR</div><div>BR</div> <div>C. Smaller reflection coefficient</div><div>BR</div> <div>D. Lower velocity factor</div><div>BR</div>,"<div>How does parallel conductor transmission line compare to coaxial cable with a plastic dielectric?</div><div>BR</div> <div><font color=""#000000"">A. Lower loss</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Higher SWR</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Smaller reflection coefficient</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Lower velocity factor</font></div><div>BR</div>"
"<div>Which of the following is a significant difference between foam dielectric coaxial cable and solid dielectric coaxial cable, assuming all other parameters are the same?</div><div>BR</div> <div>A. Foam dielectric coaxial cable has lower safe maximum operating voltage</div><div>BR</div> <div>B. Foam dielectric coaxial cable has lower loss per unit of length</div><div>BR</div> <div>C. Foam dielectric coaxial cable has higher velocity factor</div><div>BR</div> <div>D. All these choices are correct</div><div>BR</div>","<div>Which of the following is a significant difference between foam dielectric coaxial cable and solid dielectric coaxial cable, assuming all other parameters are the same?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Foam dielectric coaxial cable has lower safe maximum operating voltage</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Foam dielectric coaxial cable has lower loss per unit of length</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Foam dielectric coaxial cable has higher velocity factor</font></div><div>BR</div> <div><font color=""#000000"">D. All these choices are correct</font></div><div>BR</div>"
<div>What impedance does a 1/4-wavelength transmission line present to an RF generator when the line is shorted at the far end?</div><div>BR</div> <div>A. Very high impedance</div><div>BR</div> <div>B. Very low impedance</div><div>BR</div> <div>C. The same as the characteristic impedance of the transmission line</div><div>BR</div> <div>D. The same as the generator output impedance</div><div>BR</div>,"<div>What impedance does a 1/4-wavelength transmission line present to an RF generator when the line is shorted at the far end?</div><div>BR</div> <div><font color=""#000000"">A. Very high impedance</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Very low impedance</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. The same as the characteristic impedance of the transmission line</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. The same as the generator output impedance</font></div><div>BR</div>"
<div>What impedance does a 1/8-wavelength transmission line present to an RF generator when the line is shorted at the far end?</div><div>BR</div> <div>A. A capacitive reactance</div><div>BR</div> <div>B. The same as the characteristic impedance of the line</div><div>BR</div> <div>C. An inductive reactance</div><div>BR</div> <div>D. Zero</div><div>BR</div>,"<div>What impedance does a 1/8-wavelength transmission line present to an RF generator when the line is shorted at the far end?</div><div>BR</div> <div><font color=""#d5dbdb"">A. A capacitive reactance</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The same as the characteristic impedance of the line</font></div><div>BR</div> <div><font color=""#000000"">C. An inductive reactance</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Zero</font></div><div>BR</div>"
<div>What impedance does a 1/8-wavelength transmission line present to an RF generator when the line is open at the far end?</div><div>BR</div> <div>A. The same as the characteristic impedance of the line</div><div>BR</div> <div>B. An inductive reactance</div><div>BR</div> <div>C. A capacitive reactance</div><div>BR</div> <div>D. Infinite</div><div>BR</div>,"<div>What impedance does a 1/8-wavelength transmission line present to an RF generator when the line is open at the far end?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The same as the characteristic impedance of the line</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. An inductive reactance</font></div><div>BR</div> <div><font color=""#000000"">C. A capacitive reactance</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Infinite</font></div><div>BR</div>"
<div>What impedance does a 1/4-wavelength transmission line present to an RF generator when the line is open at the far end?</div><div>BR</div> <div>A. The same as the characteristic impedance of the line</div><div>BR</div> <div>B. The same as the input impedance to the generator</div><div>BR</div> <div>C. Very high impedance</div><div>BR</div> <div>D. Very low impedance</div><div>BR</div>,"<div>What impedance does a 1/4-wavelength transmission line present to an RF generator when the line is open at the far end?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The same as the characteristic impedance of the line</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The same as the input impedance to the generator</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Very high impedance</font></div><div>BR</div> <div><font color=""#000000"">D. Very low impedance</font></div><div>BR</div>"
<div>Which of the following can be calculated using a Smith chart?</div><div>BR</div> <div>A. Impedance along transmission lines</div><div>BR</div> <div>B. Radiation resistance</div><div>BR</div> <div>C. Antenna radiation pattern</div><div>BR</div> <div>D. Radio propagation</div><div>BR</div>,"<div>Which of the following can be calculated using a Smith chart?</div><div>BR</div> <div><font color=""#000000"">A. Impedance along transmission lines</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Radiation resistance</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Antenna radiation pattern</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Radio propagation</font></div><div>BR</div>"
<div>What type of coordinate system is used in a Smith chart?</div><div>BR</div> <div>A. Voltage circles and current arcs</div><div>BR</div> <div>B. Resistance circles and reactance arcs</div><div>BR</div> <div>C. Voltage chords and current chords</div><div>BR</div> <div>D. Resistance lines and reactance chords</div><div>BR</div>,"<div>What type of coordinate system is used in a Smith chart?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Voltage circles and current arcs</font></div><div>BR</div> <div><font color=""#000000"">B. Resistance circles and reactance arcs</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Voltage chords and current chords</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Resistance lines and reactance chords</font></div><div>BR</div>"
<div>Which of the following is often determined using a Smith chart?</div><div>BR</div> <div>A. Beam headings and radiation patterns</div><div>BR</div> <div>B. Satellite azimuth and elevation bearings</div><div>BR</div> <div>C. Impedance and SWR values in transmission lines</div><div>BR</div> <div>D. Point-to-point propagation reliability as a function of frequency</div><div>BR</div>,"<div>Which of the following is often determined using a Smith chart?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Beam headings and radiation patterns</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Satellite azimuth and elevation bearings</font></div><div>BR</div> <div><font color=""#000000"">C. Impedance and SWR values in transmission lines</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Point-to-point propagation reliability as a function of frequency</font></div><div>BR</div>"
<div>What are the two families of circles and arcs that make up a Smith chart?</div><div>BR</div> <div>A. Inductance and capacitance</div><div>BR</div> <div>B. Reactance and voltage</div><div>BR</div> <div>C. Resistance and reactance</div><div>BR</div> <div>D. Voltage and impedance</div><div>BR</div>,"<div>What are the two families of circles and arcs that make up a Smith chart?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Inductance and capacitance</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Reactance and voltage</font></div><div>BR</div> <div><font color=""#000000"">C. Resistance and reactance</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Voltage and impedance</font></div><div>BR</div>"
"<div>Which of the following is a common use for a Smith chart?</div><div>BR</div> <div>A. Determine the length and position of an impedance matching stub</div><div>BR</div> <div>B. Determine the impedance of a transmission line, given the physical dimensions</div><div>BR</div> <div>C. Determine the gain of an antenna given the physical and electrical parameters</div><div>BR</div> <div>D. Determine the loss/100 feet of a transmission line, given the velocity factor and conductor materials</div><div>BR</div>","<div>Which of the following is a common use for a Smith chart?</div><div>BR</div> <div><font color=""#000000"">A. Determine the length and position of an impedance matching stub</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Determine the impedance of a transmission line, given the physical dimensions</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Determine the gain of an antenna given the physical and electrical parameters</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Determine the loss/100 feet of a transmission line, given the velocity factor and conductor materials</font></div><div>BR</div>"
"<div>On the Smith chart shown in Figure E9-3, what is the name for the large outer circle on which the reactance arcs terminate?</div><div>BR</div> <div>A. Prime axis</div><div>BR</div> <div>B. Reactance axis</div><div>BR</div> <div>C. Impedance axis</div><div>BR</div> <div>D. Polar axis</div><div>BR</div>","<div>On the Smith chart shown in Figure E9-3, what is the name for the large outer circle on which the reactance arcs terminate?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Prime axis</font></div><div>BR</div> <div><font color=""#000000"">B. Reactance axis</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Impedance axis</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Polar axis</font></div><div>BR</div>"
"<div>On the Smith chart shown in Figure E9-3, what is the only straight line shown?</div><div>BR</div> <div>A. The reactance axis</div><div>BR</div> <div>B. The current axis</div><div>BR</div> <div>C. The voltage axis</div><div>BR</div> <div>D. The resistance axis</div><div>BR</div>","<div>On the Smith chart shown in Figure E9-3, what is the only straight line shown?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The reactance axis</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The current axis</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. The voltage axis</font></div><div>BR</div> <div><font color=""#000000"">D. The resistance axis</font></div><div>BR</div>"
<div>How is a Smith chart normalized?</div><div>BR</div> <div>A. Reassign the reactance axis with resistance values</div><div>BR</div> <div>B. Reassign the resistance axis with reactance values</div><div>BR</div> <div>C. Reassign the prime center’s impedance value</div><div>BR</div> <div>D. Reassign the prime center to the reactance axis</div><div>BR</div>,"<div>How is a Smith chart normalized?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Reassign the reactance axis with resistance values</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Reassign the resistance axis with reactance values</font></div><div>BR</div> <div><font color=""#000000"">C. Reassign the prime center’s impedance value</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Reassign the prime center to the reactance axis</font></div><div>BR</div>"
<div>What third family of circles is often added to a Smith chart during the process of designing impedance matching networks?</div><div>BR</div> <div>A. Constant-SWR circles</div><div>BR</div> <div>B. Transmission line length circles</div><div>BR</div> <div>C. Coaxial-length circles</div><div>BR</div> <div>D. Radiation-pattern circles</div><div>BR</div>,"<div>What third family of circles is often added to a Smith chart during the process of designing impedance matching networks?</div><div>BR</div> <div><font color=""#000000"">A. Constant-SWR circles</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Transmission line length circles</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Coaxial-length circles</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Radiation-pattern circles</font></div><div>BR</div>"
<div>What do the arcs on a Smith chart represent?</div><div>BR</div> <div>A. Frequency</div><div>BR</div> <div>B. SWR</div><div>BR</div> <div>C. Points with constant resistance</div><div>BR</div> <div>D. Points with constant reactance</div><div>BR</div>,"<div>What do the arcs on a Smith chart represent?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Frequency</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. SWR</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Points with constant resistance</font></div><div>BR</div> <div><font color=""#000000"">D. Points with constant reactance</font></div><div>BR</div>"
<div>In what units are the wavelength scales on a Smith chart calibrated?</div><div>BR</div> <div>A. In fractions of transmission line electrical frequency</div><div>BR</div> <div>B. In fractions of transmission line electrical wavelength</div><div>BR</div> <div>C. In fractions of antenna electrical wavelength</div><div>BR</div> <div>D. In fractions of antenna electrical frequency</div><div>BR</div>,"<div>In what units are the wavelength scales on a Smith chart calibrated?</div><div>BR</div> <div><font color=""#d5dbdb"">A. In fractions of transmission line electrical frequency</font></div><div>BR</div> <div><font color=""#000000"">B. In fractions of transmission line electrical wavelength</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. In fractions of antenna electrical wavelength</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. In fractions of antenna electrical frequency</font></div><div>BR</div>"
"<div>When constructing a Beverage antenna, which of the following factors should be included in the design to achieve good performance at the desired frequency?</div><div>BR</div> <div>A. Its overall length must not exceed 1/4 wavelength</div><div>BR</div> <div>B. It must be mounted more than 1 wavelength above ground</div><div>BR</div> <div>C. It should be configured as a four-sided loop</div><div>BR</div> <div>D. It should be at least one wavelength long</div><div>BR</div>","<div>When constructing a Beverage antenna, which of the following factors should be included in the design to achieve good performance at the desired frequency?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Its overall length must not exceed 1/4 wavelength</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It must be mounted more than 1 wavelength above ground</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It should be configured as a four-sided loop</font></div><div>BR</div> <div><font color=""#000000"">D. It should be at least one wavelength long</font></div><div>BR</div>"
<div>Which is generally true for 160- and 80-meter receiving antennas?</div><div>BR</div> <div>A. Atmospheric noise is so high that directivity is much more important than losses</div><div>BR</div> <div>B. They must be erected at least 1/2 wavelength above the ground to attain good directivity</div><div>BR</div> <div>C. Low loss coax transmission line is essential for good performance</div><div>BR</div> <div>D. All these choices are correct</div><div>BR</div>,"<div>Which is generally true for 160- and 80-meter receiving antennas?</div><div>BR</div> <div><font color=""#000000"">A. Atmospheric noise is so high that directivity is much more important than losses</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. They must be erected at least 1/2 wavelength above the ground to attain good directivity</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Low loss coax transmission line is essential for good performance</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. All these choices are correct</font></div><div>BR</div>"
<div>What is receiving directivity factor (RDF)?</div><div>BR</div> <div>A. Forward gain compared to the gain in the reverse direction</div><div>BR</div> <div>B. Relative directivity compared to isotropic</div><div>BR</div> <div>C. Relative directivity compared to a dipole</div><div>BR</div> <div>D. Peak antenna gain compared to average gain over the hemisphere around and above the antenna</div><div>BR</div>,"<div>What is receiving directivity factor (RDF)?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Forward gain compared to the gain in the reverse direction</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Relative directivity compared to isotropic</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Relative directivity compared to a dipole</font></div><div>BR</div> <div><font color=""#000000"">D. Peak antenna gain compared to average gain over the hemisphere around and above the antenna</font></div><div>BR</div>"
"<div>What is the purpose of placing an electrostatic shield around a small-loop direction-finding antenna?</div><div>BR</div> <div>A. It adds capacitive loading, increasing the bandwidth of the antenna</div><div>BR</div> <div>B. It eliminates unbalanced capacitive coupling to the antenna’s surroundings, improving the depth of its nulls</div><div>BR</div> <div>C. It eliminates tracking errors caused by strong out-of-band signals</div><div>BR</div> <div>D. It increases signal strength by providing a better match to the feed line</div><div>BR</div>","<div>What is the purpose of placing an electrostatic shield around a small-loop direction-finding antenna?</div><div>BR</div> <div><font color=""#d5dbdb"">A. It adds capacitive loading, increasing the bandwidth of the antenna</font></div><div>BR</div> <div><font color=""#000000"">B. It eliminates unbalanced capacitive coupling to the antenna’s surroundings, improving the depth of its nulls</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It eliminates tracking errors caused by strong out-of-band signals</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. It increases signal strength by providing a better match to the feed line</font></div><div>BR</div>"
<div>What challenge is presented by a small wire-loop antenna for direction finding?</div><div>BR</div> <div>A. It has a bidirectional null pattern</div><div>BR</div> <div>B. It does not have a clearly defined null</div><div>BR</div> <div>C. It is practical for use only on VHF and higher bands</div><div>BR</div> <div>D. All these choices are correct</div><div>BR</div>,"<div>What challenge is presented by a small wire-loop antenna for direction finding?</div><div>BR</div> <div><font color=""#000000"">A. It has a bidirectional null pattern</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It does not have a clearly defined null</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It is practical for use only on VHF and higher bands</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. All these choices are correct</font></div><div>BR</div>"
<div>What indicates the correct value of terminating resistance for a Beverage antenna?</div><div>BR</div> <div>A. Maximum feed point DC resistance at the center of the desired frequency range</div><div>BR</div> <div>B. Minimum low-angle front-to-back ratio at the design frequency</div><div>BR</div> <div>C. Maximum DC current in the terminating resistor</div><div>BR</div> <div>D. Minimum variation in SWR over the desired frequency range</div><div>BR</div>,"<div>What indicates the correct value of terminating resistance for a Beverage antenna?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Maximum feed point DC resistance at the center of the desired frequency range</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Minimum low-angle front-to-back ratio at the design frequency</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Maximum DC current in the terminating resistor</font></div><div>BR</div> <div><font color=""#000000"">D. Minimum variation in SWR over the desired frequency range</font></div><div>BR</div>"
<div>What is the function of a Beverage antenna’s termination resistor?</div><div>BR</div> <div>A. Increase the front-to-side ratio</div><div>BR</div> <div>B. Absorb signals from the reverse direction</div><div>BR</div> <div>C. Decrease SWR bandwidth</div><div>BR</div> <div>D. Eliminate harmonic reception </div><div>BR</div>,"<div>What is the function of a Beverage antenna’s termination resistor?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Increase the front-to-side ratio</font></div><div>BR</div> <div><font color=""#000000"">B. Absorb signals from the reverse direction</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Decrease SWR bandwidth</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Eliminate harmonic reception </font></div><div>BR</div>"
<div>What is the function of a sense antenna?</div><div>BR</div> <div>A. It modifies the pattern of a DF antenna to provide a null in only one direction</div><div>BR</div> <div>B. It increases the sensitivity of a DF antenna array</div><div>BR</div> <div>C. It allows DF antennas to receive signals at different vertical angles</div><div>BR</div> <div>D. It provides diversity reception that cancels multipath signals</div><div>BR</div>,"<div>What is the function of a sense antenna?</div><div>BR</div> <div><font color=""#000000"">A. It modifies the pattern of a DF antenna to provide a null in only one direction</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It increases the sensitivity of a DF antenna array</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It allows DF antennas to receive signals at different vertical angles</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. It provides diversity reception that cancels multipath signals</font></div><div>BR</div>"
"<div>What type of radiation pattern is created by a single-turn, terminated loop such as a pennant antenna?</div><div>BR</div> <div>A. Cardioid</div><div>BR</div> <div>B. Bidirectional</div><div>BR</div> <div>C. Omnidirectional</div><div>BR</div> <div>D. Hyperbolic</div><div>BR</div>","<div>What type of radiation pattern is created by a single-turn, terminated loop such as a pennant antenna?</div><div>BR</div> <div><font color=""#000000"">A. Cardioid</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Bidirectional</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Omnidirectional</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Hyperbolic</font></div><div>BR</div>"
